,Process rate,Weather,Construction Cost,Construction Category,Fatality,Injuries
5169,9,1,30,3,0,1
5170,9,0,150000,19,0,1
5171,0,0,150000,0,0,1
5172,3,0,40000,3,0,1
5173,8,0,400,10,0,1
5174,9,1,150000,17,0,1
5175,0,0,25000,0,0,1
5176,2,0,400,3,0,1
5177,4,0,150000,3,1,0
5178,3,0,25000,3,0,1
5179,4,0,75000,3,0,1
5180,4,0,40000,9,0,1
5181,3,0,150000,16,0,1
5182,0,0,70,0,1,0
5183,9,0,75000,27,0,1
5185,6,0,150000,18,0,1
5186,1,1,75000,1,0,1
5187,2,0,7500,3,0,1
5188,1,0,40000,14,0,1
5189,8,1,17500,1,0,1
5190,8,0,7500,9,1,0
5191,6,0,400,11,0,1
5192,4,0,7500,9,0,1
5193,7,0,150000,18,0,1
5194,6,0,17500,3,0,1
5195,9,0,3500,9,0,1
5196,6,0,7500,6,0,1
5197,9,0,150000,0,0,1
5198,5,0,400,10,0,1
5199,8,0,150000,10,0,1
5200,3,0,5,27,1,0
5201,0,0,12500,1,0,1
5202,1,0,75000,1,0,1
5203,0,0,150000,3,0,1
5204,4,0,3500,1,0,1
5205,1,0,75000,1,0,1
5206,3,0,7500,3,0,1
5207,2,0,750,7,0,1
5208,0,1,150000,3,0,1
5209,6,0,25000,3,0,1
5210,4,1,12500,1,0,1
5211,4,1,750,5,0,1
5212,8,1,40000,1,0,1
5213,9,0,150000,14,0,1
5214,5,1,75000,3,0,1
5215,9,0,75000,0,0,1
5216,6,1,150000,1,0,1
5217,9,0,150000,6,0,1
5218,2,0,12500,4,0,1
5219,2,1,750,3,0,1
5220,4,1,30,3,0,1
5221,5,0,150000,0,0,1
5222,3,0,150000,3,0,1
5223,0,0,75000,3,0,1
5224,7,0,250,18,0,1
5226,6,0,150000,19,0,1
5227,6,0,40000,7,0,1
5228,4,0,17500,12,0,1
5229,2,0,75000,3,0,1
5230,2,2,75000,1,0,1
5231,6,0,7500,14,0,1
5232,0,1,150000,1,0,1
5233,7,2,75000,20,0,1
5234,5,1,150000,13,0,1
5235,7,0,150000,3,0,1
5236,3,0,17500,5,0,1
5237,5,1,75000,1,0,1
5238,2,0,7500,1,0,1
5239,3,0,3500,19,0,1
5240,4,0,150000,5,0,1
5241,5,0,150000,22,0,1
5242,8,0,12500,6,0,1
5243,2,0,12500,3,0,1
5244,2,0,250,0,0,1
5245,5,0,7500,5,1,0
5246,3,0,3500,3,0,1
5247,4,0,1500,7,0,1
5248,9,0,12500,8,0,1
5249,8,0,25000,24,0,1
5250,5,0,750,14,0,1
5251,9,0,7500,2,0,1
5252,9,0,150000,10,0,1
5253,1,0,7500,9,0,1
5254,4,1,40000,3,0,1
5255,0,0,750,4,0,1
5256,0,0,150000,1,0,1
5257,8,0,75000,19,0,1
5258,7,0,400,1,0,1
5259,7,0,150000,9,0,2
5260,8,0,150000,3,0,1
5261,7,0,40000,3,0,1
5262,4,0,70,3,0,1
5263,0,0,75000,0,0,1
5264,3,0,7500,0,1,0
5265,5,0,40000,3,0,1
5266,5,1,17500,3,0,1
5267,3,0,40000,3,0,1
5268,1,0,12500,7,0,1
5269,7,0,150000,5,0,1
5270,9,0,150000,23,0,1
5271,9,1,150000,3,0,1
5272,4,1,12500,3,0,1
5273,0,0,25000,7,0,1
5274,1,1,150000,3,0,1
5275,9,1,150000,23,0,1
5276,9,0,3500,7,0,1
5277,8,0,3500,1,0,1
5278,4,0,75000,3,0,1
5279,3,0,30,7,0,1
5280,8,0,7500,27,0,1
5281,6,0,150000,23,0,1
5282,5,0,150000,3,0,1
5283,7,0,150000,12,0,1
5284,6,0,7500,0,0,1
5285,3,0,7500,1,0,1
5286,9,0,750,5,0,1
5287,9,0,150000,2,0,1
5288,1,0,750,25,0,1
5289,5,0,3500,3,0,1
5290,9,0,750,5,0,1
5291,3,0,7500,1,0,1
5292,7,1,150000,2,0,1
5293,1,0,400,21,0,1
5294,6,0,25000,3,0,1
5295,4,0,75000,3,0,1
5296,1,0,150000,3,0,4
5297,4,0,3500,0,1,0
5298,1,1,75000,3,0,1
5299,9,2,3500,17,0,1
5300,1,2,150000,0,1,0
5301,5,1,3500,14,0,1
5302,0,2,75000,14,0,1
5303,1,1,12500,1,0,1
5304,2,1,7500,3,0,1
5305,5,2,150000,2,0,1
5306,2,1,150000,3,0,1
5307,5,0,150000,6,0,1
5308,4,1,75000,3,0,1
5309,1,0,75000,10,0,1
5310,4,0,150000,3,0,1
5311,4,0,150000,16,0,1
5312,7,0,750,20,0,1
5313,3,0,40000,3,0,1
5314,7,0,150000,8,0,1
5315,4,2,150000,2,0,1
5316,4,0,150000,14,0,1
5317,9,2,150000,23,0,1
5318,6,1,40000,19,1,0
5319,9,0,7500,3,0,1
5320,5,0,7500,1,0,1
5321,6,0,150000,1,0,1
5322,0,2,75000,6,0,1
5323,9,0,12500,20,1,0
5324,9,0,12500,20,0,1
5325,1,0,12500,19,0,1
5326,1,0,12500,3,0,1
5327,0,1,12500,3,0,1
5328,0,1,15,1,0,1
5329,9,1,250,9,0,2
5330,9,0,150000,27,0,1
5331,6,0,3500,7,0,1
5332,9,0,150000,23,0,1
5333,9,0,150000,23,0,1
5334,5,0,25000,0,0,1
5335,8,0,750,3,0,1
5336,4,1,150000,16,0,1
5337,1,0,40000,12,0,1
5338,7,0,150000,3,0,1
5339,6,2,3500,0,0,1
5340,8,0,25000,6,0,1
5341,6,1,75000,14,0,1
5342,0,0,1500,1,0,0
5343,9,0,150000,20,0,1
5344,1,0,75000,6,0,1
5345,3,0,150000,3,0,1
5346,0,1,25000,7,1,0
5347,8,0,7500,6,0,1
5348,8,0,150000,23,0,1
5349,5,1,150000,16,0,1
5350,8,1,150000,18,0,1
5351,8,1,25000,12,0,1
5352,2,1,12500,3,1,0
5353,4,1,150000,5,0,1
5354,8,0,3500,11,0,1
5355,0,1,15,1,0,1
5356,1,0,7500,1,0,1
5357,2,1,7500,0,0,1
5358,5,2,7500,3,0,1
5359,3,1,12500,3,0,1
5360,6,0,150000,1,0,1
5361,9,1,150000,23,0,1
5362,9,2,150000,24,0,1
5363,9,0,3500,10,0,1
5364,0,1,12500,7,0,1
5365,8,1,75000,7,2,0
5366,4,0,150000,1,0,1
5367,9,0,150000,3,0,1
5368,0,0,150000,3,0,1
5369,9,0,17500,11,0,1
5370,2,1,70,0,0,1
5371,7,4,150000,26,0,0
5372,4,4,150000,26,0,0
5373,2,2,40000,6,0,1
5374,6,0,7500,14,0,1
5375,3,4,150,11,0,1
5376,5,0,12500,3,0,1
5377,6,0,1500,3,0,1
5378,5,0,150000,3,0,0
5379,2,0,150000,3,0,1
5380,0,0,150000,4,0,1
5381,5,0,75000,5,0,1
5382,5,0,12500,17,0,1
5383,3,0,12500,0,0,1
5384,1,0,400,21,0,1
5385,8,0,75000,17,0,1
5386,0,0,150000,5,0,1
5387,3,0,7500,3,0,1
5388,4,0,750,1,0,1
5389,7,0,150000,0,0,1
5390,2,0,150000,3,0,1
5391,3,0,1500,21,0,1
5392,1,1,40000,1,1,2
5393,0,0,150000,6,0,1
5394,2,1,70,6,1,0
5395,5,0,7500,27,0,1
5396,9,1,250,27,1,0
5397,7,0,75000,17,0,1
5398,9,0,1500,7,0,1
5399,4,0,250,7,0,1
5400,9,2,150000,18,0,1
5401,8,2,12500,1,0,1
5402,6,0,150000,3,0,1
5403,3,0,40000,3,0,1
5404,5,0,3500,3,0,1
5405,9,1,150000,18,0,1
5406,7,1,150000,1,0,1
5407,0,1,3500,4,0,1
5408,7,1,25000,26,0,1
5409,5,2,7500,3,0,1
5410,4,0,250,14,0,1
5411,9,1,12500,5,0,1
5412,6,0,150000,3,0,1
5413,4,4,150000,26,0,0
5414,6,2,150000,14,0,1
5415,6,0,150000,22,0,1
5416,3,0,150000,1,0,1
5417,2,1,7500,3,0,1
5418,9,2,17500,13,0,1
5419,2,0,75000,3,0,1
5420,5,0,3500,6,0,1
5421,5,2,750,17,1,0
5422,4,1,400,3,0,1
5423,2,0,150000,3,0,1
5424,0,0,250,0,0,2
5425,9,1,400,27,0,1
5426,6,0,3500,17,0,1
5427,4,0,150000,1,0,1
5428,0,1,150000,3,0,1
5429,1,0,75000,0,0,1
5430,6,0,3500,20,0,1
5431,3,1,750,3,0,1
5432,0,0,1500,3,0,1
5433,9,1,75000,18,0,1
5434,1,1,25000,3,0,1
5435,4,0,12500,6,0,1
5436,1,0,150000,3,0,1
5437,9,0,75000,17,0,1
5438,7,0,3500,17,0,1
5439,2,0,150000,3,0,1
5440,9,0,150000,14,0,1
5441,9,0,40000,4,0,1
5442,2,0,150000,3,0,1
5443,9,0,400,0,0,1
5444,3,1,150000,3,0,1
5445,2,1,750,1,0,1
5446,6,1,3500,21,0,1
5447,9,0,12500,24,0,1
5448,9,1,3500,3,0,1
5449,1,0,150000,3,0,1
5450,5,0,150000,3,0,1
5451,4,0,7500,8,0,1
5452,0,0,150000,6,0,1
5453,7,1,150000,8,0,1
5454,0,0,150000,1,0,0
5455,6,1,1500,13,0,1
5456,5,0,12500,9,0,1
5457,6,1,400,24,0,1
5458,7,0,250,1,0,1
5459,0,0,25000,7,0,1
5460,6,2,75000,2,0,1
5461,4,0,25000,1,0,1
5462,5,0,12500,19,0,1
5463,6,0,3500,17,0,1
5464,6,0,1500,9,0,1
5465,9,0,12500,15,0,1
5466,5,0,400,21,1,0
5467,7,2,75000,10,0,1
5468,2,1,150000,1,0,1
5469,6,0,150000,0,0,1
5470,9,0,7500,7,0,1
5471,9,0,75000,6,0,1
5472,9,0,40000,10,0,1
5473,7,0,1500,3,0,1
5474,2,1,150000,3,0,1
5475,1,0,150000,1,0,1
5476,1,1,40000,5,0,1
5477,6,0,3500,3,0,1
5478,2,1,150000,3,0,1
5479,5,0,17500,3,0,1
5480,0,0,400,11,0,1
5481,9,2,70,0,0,1
5482,3,2,75000,7,0,1
5483,2,1,150000,3,0,1
5484,9,1,150000,7,0,1
5485,9,0,30,11,0,1
5486,9,1,12500,2,0,1
5487,3,0,150000,3,0,1
5488,7,2,150000,3,1,0
5489,2,1,150000,3,0,1
5490,7,2,150000,1,0,1
5491,8,0,250,13,0,1
5492,9,2,1500,27,0,1
5493,5,0,7500,0,0,1
5494,7,1,15,0,1,0
5495,7,2,75000,11,0,1
5496,3,1,3500,1,0,1
5497,1,0,150000,3,0,1
5498,0,0,7500,1,0,1
5499,5,2,7500,17,1,0
5500,8,0,150000,1,0,1
5501,4,1,150000,3,0,1
5502,7,1,150000,7,0,1
5503,5,0,150000,7,0,1
5504,3,1,7500,3,0,1
5505,9,1,3500,3,0,1
5506,3,0,75000,3,0,1
5507,6,1,12500,1,0,1
5508,1,1,150000,7,0,1
5509,6,1,17500,13,0,1
5510,9,1,150000,23,0,1
5511,6,0,150000,0,0,1
5512,7,0,1500,1,0,1
5513,9,2,150000,14,0,1
5514,7,0,150,9,0,1
5515,4,1,250,3,0,1
5516,0,0,25000,1,0,1
5517,6,0,150000,0,0,1
5518,0,1,150000,10,0,1
5519,9,1,150000,23,0,1
5520,9,0,25000,13,0,1
5521,8,0,150000,17,0,1
5522,2,0,75000,3,0,1
5523,4,1,25000,19,0,1
5524,9,0,12500,6,0,1
5525,6,0,150000,14,0,1
5526,1,0,150000,6,0,1
5527,5,0,150000,3,0,1
5528,5,0,25000,6,0,1
5529,0,1,7500,6,0,1
5530,2,0,3500,7,1,5
5531,1,0,40000,27,0,1
5532,0,0,150000,0,0,1
5533,8,0,3500,8,0,1
5534,0,0,150000,6,0,1
5535,2,0,75000,3,0,1
5536,2,0,40000,3,0,1
5537,6,0,40000,3,0,1
5538,8,0,75000,13,0,1
5539,7,0,3500,20,0,1
5541,1,0,75000,3,0,1
5542,1,1,40000,4,0,1
5543,5,0,150000,17,0,1
5544,9,0,750,24,0,1
5545,9,1,150000,14,0,1
5546,1,1,750,3,0,1
5547,3,1,75000,14,0,1
5548,1,0,40000,3,0,1
5549,8,2,150000,7,0,1
5550,1,0,150000,4,0,1
5551,7,0,75000,14,0,1
5552,1,1,150000,3,0,1
5553,5,0,40000,1,0,1
5554,3,0,150000,3,0,1
5555,3,0,75000,10,0,1
5556,0,0,40000,0,0,1
5557,9,0,750,3,1,0
5558,2,0,250,3,0,1
5559,7,0,750,9,1,0
5560,3,0,3500,3,0,1
5561,3,0,7500,26,0,1
5562,8,0,12500,10,0,1
5563,9,0,150000,0,0,1
5564,9,0,25000,17,0,1
5565,0,1,150000,1,0,1
5566,0,0,150,7,0,1
5567,9,0,150000,27,0,1
5568,9,0,75000,2,0,1
5569,2,0,400,3,0,1
5570,8,0,17500,9,0,1
5571,8,0,150000,1,0,1
5572,4,2,75000,16,0,1
5573,5,1,150,12,0,1
5574,5,1,150000,6,0,1
5575,9,0,25000,0,0,1
5576,6,0,150000,24,0,1
5577,9,0,150000,23,0,1
5578,0,1,400,4,0,1
5579,3,1,1500,7,0,1
5580,9,0,150000,8,1,0
5581,6,0,3500,17,0,1
5582,8,0,25000,2,0,1
5583,4,0,150000,1,0,1
5584,3,0,1500,3,0,1
5585,3,0,150000,3,0,1
5586,9,0,1500,14,0,1
5587,9,0,40000,3,0,1
5588,8,0,75000,11,0,1
5589,6,2,150000,13,0,1
5590,6,1,17500,1,0,1
5591,1,0,1500,10,0,1
5592,5,0,75000,3,0,1
5593,2,1,7500,7,0,1
5594,9,1,150000,14,0,1
5595,4,0,40000,3,0,1
5596,7,1,150000,5,0,1
5597,8,0,150000,1,0,1
5598,5,2,150000,14,0,1
5599,7,1,7500,3,0,1
5600,4,0,7500,9,0,1
5601,4,1,7500,3,0,1
5602,1,0,150000,3,0,1
5603,4,0,7500,3,0,1
5604,0,0,150000,3,0,1
5605,3,0,75000,3,0,1
5606,1,2,150000,3,0,1
5607,1,2,150000,7,0,1
5608,2,0,400,24,1,0
5609,3,0,7500,3,0,1
5610,9,2,75000,2,0,1
5611,8,1,40000,19,0,1
5612,6,0,40000,3,0,1
5613,9,0,400,24,1,0
5614,4,0,17500,3,0,1
5615,9,0,150000,3,0,1
5616,3,0,7500,3,0,1
5617,1,0,12500,3,0,1
5618,1,0,40000,3,0,1
5619,4,0,3500,5,1,0
5620,1,0,1500,3,0,1
5621,5,0,17500,19,0,1
5622,9,0,12500,6,0,1
5623,7,0,750,9,0,1
5624,8,0,150,7,0,1
5625,6,0,25000,19,0,1
5626,4,0,7500,3,0,1
5627,5,0,400,3,0,1
5628,1,1,150000,7,0,1
5629,7,0,150000,2,0,1
5630,8,0,150000,10,0,1
5631,7,0,150000,3,0,1
5632,0,0,40000,1,0,1
5633,8,0,250,18,0,1
5634,9,0,150,0,0,1
5635,1,0,75000,3,0,1
5636,9,0,750,19,0,1
5637,1,0,150000,3,0,1
5638,2,0,12500,15,0,1
5639,7,0,75000,3,0,1
5640,4,0,75000,1,0,1
5641,2,1,150000,8,0,1
5642,4,2,150000,14,0,1
5643,5,0,70,25,1,0
5644,9,0,40000,0,0,1
5645,5,0,150000,17,0,1
5647,1,0,150000,3,0,1
5648,3,0,150000,3,0,1
5649,1,0,400,7,0,1
5650,1,0,12500,1,0,1
5651,9,0,750,13,0,1
5652,2,0,30,19,0,1
5653,5,1,3500,18,0,1
5654,0,0,150000,1,0,1
5655,5,0,25000,20,0,1
5656,6,0,17500,16,0,1
5657,4,0,750,7,0,1
5658,7,0,12500,19,0,1
5659,9,1,150000,0,0,1
5660,4,0,40000,3,0,1
5661,1,0,3500,6,0,1
5662,3,1,400,3,0,1
5663,6,0,12500,1,0,1
5664,7,0,750,7,0,1
5665,6,0,75000,17,0,1
5666,5,0,7500,3,0,1
5667,4,0,150000,22,0,1
5668,4,0,75000,3,0,1
5669,6,0,40000,1,0,1
5670,3,0,12500,9,1,1
5671,9,0,75000,9,0,1
5672,9,0,3500,7,0,1
5673,5,0,17500,1,0,1
5674,2,0,150000,3,0,1
5675,6,0,1500,3,0,1
5676,3,0,7500,3,0,1
5677,1,0,150000,1,0,1
5678,3,0,3500,1,0,1
5679,6,0,12500,3,1,0
5680,5,0,30,3,0,1
5681,2,0,25000,3,0,1
5682,9,0,25000,1,0,1
5683,2,0,750,3,0,1
5684,1,1,75000,4,0,1
5685,4,0,7500,11,0,1
5686,1,0,7500,4,0,1
5687,9,1,150000,1,0,1
5688,1,0,150000,14,0,1
5689,9,0,150000,23,0,1
5690,8,0,150000,1,0,1
5691,1,0,150000,3,0,1
5692,2,0,400,3,0,1
5693,2,0,150000,1,0,1
5694,3,0,400,1,0,1
5695,9,0,750,8,0,1
5696,5,0,400,7,0,1
5697,5,0,40000,6,0,1
5698,1,0,1500,3,0,1
5699,9,0,150000,4,0,1
5700,8,0,3500,10,0,1
5701,8,1,400,13,0,1
5702,5,0,150000,16,0,1
5703,5,0,1500,21,0,1
5704,7,0,3500,19,0,1
5705,3,0,3500,3,0,1
5706,8,0,75000,18,0,1
5707,3,0,70,21,0,1
5708,6,0,17500,16,0,1
5709,2,0,12500,1,1,0
5710,9,0,150000,14,0,1
5711,3,1,40000,9,0,1
5713,8,0,40000,6,0,1
5714,6,0,1500,5,0,1
5715,2,0,150000,3,0,1
5716,2,0,150000,4,0,1
5717,3,0,400,1,0,1
5718,8,0,250,16,0,1
5719,5,0,3500,3,2,1
5720,4,0,150000,1,0,1
5721,3,0,400,3,0,1
5722,2,0,750,3,0,1
5723,1,0,40000,3,0,1
5724,1,0,3500,7,0,1
5725,1,0,40000,3,0,1
5726,9,0,3500,17,0,1
5727,9,0,40000,3,0,1
5728,3,0,3500,3,0,1
5729,2,0,150000,3,0,1
5730,8,0,150000,5,0,1
5731,2,0,12500,1,0,1
5732,3,0,150000,14,0,1
5733,3,0,150,9,0,1
5734,6,0,3500,12,1,0
5735,3,1,150000,26,0,1
5736,2,0,75000,1,0,1
5737,3,0,40000,3,0,1
5738,0,0,40000,9,0,1
5739,7,0,40000,6,0,1
5741,0,0,150000,3,0,1
5742,6,0,150000,3,1,0
5743,5,0,150000,16,0,1
5744,4,0,40000,21,0,1
5745,9,0,150000,23,0,1
5746,0,0,150000,22,0,1
5747,1,1,150000,3,0,1
5748,7,0,7500,11,0,1
5749,3,0,3500,3,0,1
5750,2,0,7500,23,0,1
5751,8,0,12500,7,0,1
5752,6,0,25000,3,0,1
5753,4,0,150000,0,0,1
5754,6,0,7500,15,0,1
5755,6,0,750,9,1,0
5756,8,0,250,11,0,1
5757,9,0,150000,0,0,1
5758,9,0,15,7,0,1
5759,9,0,40000,16,0,1
5760,9,0,150000,0,0,1
5761,9,0,150000,8,0,1
5762,0,0,25000,0,0,1
5763,7,0,12500,9,0,1
5764,5,0,1500,3,0,1
5765,3,0,150000,3,0,1
5766,9,0,150000,7,0,1
5767,3,0,30,3,0,1
5768,9,0,1500,0,0,1
5769,1,0,750,11,0,2
5770,9,0,150000,23,0,1
5771,6,0,750,7,0,1
5772,3,0,150000,3,0,1
5773,4,0,75000,3,0,1
5774,9,0,75000,3,0,1
5775,3,0,1500,11,0,1
5776,1,0,75000,3,0,1
5777,1,0,75000,1,0,1
5778,9,0,150000,14,0,1
5779,9,0,12500,0,0,1
5780,5,0,150,1,0,1
5781,3,0,17500,1,0,1
5782,7,4,3500,5,1,0
5783,9,0,3500,6,0,1
5785,4,0,25000,3,0,1
5786,9,0,75000,3,0,1
5787,6,0,7500,25,1,0
5788,2,0,40000,19,0,1
5789,1,0,40000,1,0,1
5790,9,0,75000,11,0,1
5791,5,0,1500,21,0,1
5792,6,0,7500,3,0,1
5793,3,0,150000,1,0,1
5794,9,0,150000,0,0,1
5795,2,0,17500,1,0,1
5796,5,0,17500,16,0,1
5797,0,0,150000,3,0,1
5798,3,0,25000,1,0,1
5799,3,1,3500,1,0,1
5800,0,0,17500,0,1,0
5801,8,0,3500,0,0,1
5802,7,0,750,6,0,1
5803,0,0,150000,3,0,1
5804,1,0,7500,6,0,1
5805,4,0,750,8,0,1
5806,1,0,150000,0,0,1
5807,4,0,7500,3,0,1
5808,8,1,40000,3,0,1
5809,9,0,150000,16,0,1
5810,4,0,25000,1,0,1
5811,4,0,25000,3,0,1
5812,0,0,150000,4,0,1
5813,2,1,7500,3,0,1
5814,1,0,150000,3,0,1
5815,3,0,3500,5,0,1
5816,9,0,150,0,0,1
5817,3,0,150000,3,0,1
5818,9,0,250,3,0,1
5819,8,0,40000,13,0,1
5820,6,0,12500,26,0,1
5821,3,0,75000,6,0,1
5822,2,0,17500,3,0,1
5823,7,1,150000,1,0,1
5824,5,0,1500,7,0,1
5825,6,0,3500,6,0,1
5826,6,0,150000,13,0,1
5827,3,0,3500,3,0,1
5828,6,0,400,17,0,1
5829,9,0,150000,10,0,1
5830,9,0,150000,14,0,1
5831,2,0,1500,7,1,0
5832,3,0,40000,3,0,1
5833,4,0,40000,3,0,1
5834,5,0,250,24,0,1
5835,2,0,17500,3,0,1
5836,5,0,150000,5,0,1
5837,9,0,150000,23,0,1
5838,8,1,150000,7,1,0
5839,2,0,12500,1,0,1
5840,3,0,3500,7,0,1
5841,2,1,25000,3,0,1
5842,5,0,3500,13,1,0
5843,5,0,12500,6,0,1
5844,9,0,150000,6,0,1
5845,4,0,750,0,0,1
5846,3,0,7500,3,0,1
5847,8,0,40000,16,0,1
5848,7,0,750,21,0,1
5849,2,0,75000,3,0,1
5850,8,0,12500,20,0,1
5851,2,0,17500,0,0,1
5852,1,0,75000,1,0,1
5853,3,0,150000,3,0,1
5854,1,0,150,12,0,1
5855,5,0,750,3,0,1
5856,8,0,150000,0,0,1
5857,6,0,150000,12,0,1
5858,7,0,75000,18,0,1
5859,1,0,17500,4,0,1
5860,7,0,1500,17,0,0
5861,8,0,150000,20,0,1
5862,9,0,750,15,0,1
5863,4,0,12500,3,0,1
5864,7,1,25000,14,0,1
5865,6,0,3500,17,0,1
5866,9,0,150000,14,0,1
5867,2,0,7500,19,0,1
5868,7,0,12500,19,0,2
5869,4,0,70,3,0,1
5870,5,0,150000,3,0,1
5871,7,0,25000,0,0,1
5872,0,0,25000,9,1,0
5873,2,0,1500,3,0,1
5874,7,0,150000,3,0,1
5875,6,0,3500,0,0,1
5876,3,0,12500,3,0,1
5877,9,0,1500,11,0,1
5878,7,0,250,2,0,1
5879,3,0,150000,6,0,1
5880,0,0,1500,12,0,1
5881,5,0,30,1,0,1
5882,6,0,7500,3,0,1
5883,5,0,150000,3,0,1
5884,1,0,3500,1,0,1
5885,1,0,40000,3,2,1
5886,2,0,17500,7,0,1
5887,2,0,12500,3,0,1
5888,7,0,150000,14,0,1
5889,0,0,70,0,1,0
5890,0,0,150000,7,0,1
5891,1,0,75000,3,0,1
5892,4,0,150000,1,0,1
5893,9,1,150000,23,0,1
5894,8,0,150000,0,0,1
5895,4,0,17500,7,0,1
5896,8,1,17500,1,0,1
5897,5,0,150000,3,0,1
5898,6,0,40000,1,0,1
5899,5,0,150000,3,0,1
5900,0,0,750,1,0,1
5901,4,0,7500,13,0,1
5902,2,0,7500,9,0,1
5903,4,1,75000,14,0,1
5904,1,0,75000,1,0,1
5905,9,1,17500,7,0,1
5906,2,0,150000,3,0,1
5907,9,0,75000,26,0,1
5908,3,0,75000,3,0,1
5909,8,0,150000,1,0,1
5910,9,0,150000,3,0,1
5911,8,0,3500,17,0,1
5912,2,1,15,1,0,1
5913,7,0,750,3,0,1
5914,7,0,1500,0,0,1
5915,3,0,150000,3,0,1
5916,7,0,25000,2,0,1
5917,5,0,17500,3,0,1
5918,9,0,150000,6,0,1
5919,5,0,75000,3,0,1
5920,9,0,5,21,0,1
5921,6,0,750,17,0,1
5922,7,0,400,0,0,1
5923,3,0,75000,5,0,1
5924,0,0,150000,6,0,1
5925,0,0,40000,4,0,1
5926,8,0,150000,26,0,1
5927,3,1,150000,26,0,1
5928,8,0,150000,0,0,1
5929,9,1,150000,23,0,1
5930,9,0,150000,14,0,1
5931,6,0,12500,7,0,1
5932,4,0,7500,3,0,1
5933,8,0,150000,0,0,1
5934,0,0,40000,4,0,1
5935,5,0,12500,7,0,1
5936,9,0,250,0,0,1
5937,6,3,7500,3,0,1
5938,7,0,7500,1,0,1
5939,8,1,1500,3,0,1
5940,5,0,7500,18,0,1
5941,9,0,7500,11,0,1
5942,2,1,1500,1,0,1
5943,6,0,400,11,0,1
5944,6,1,12500,14,0,1
5945,9,0,150,1,0,1
5946,9,0,150000,4,0,1
5947,6,0,12500,3,0,1
5948,0,0,150000,0,0,1
5949,9,0,150000,10,0,1
5950,2,1,150000,1,0,1
5951,9,1,1500,3,0,1
5952,9,0,75000,0,0,1
5953,3,0,7500,1,0,1
5954,5,0,25000,3,0,1
5955,4,0,150000,18,0,1
5956,7,0,150000,17,0,1
5957,4,0,150000,22,0,1
5958,9,1,17500,8,0,1
5959,8,0,150000,11,0,1
5960,5,0,12500,2,0,1
5961,9,0,25000,8,0,1
5962,9,0,150000,0,0,1
5963,4,0,150000,3,0,1
5964,5,0,150,3,0,1
5965,5,0,400,1,0,1
5966,4,0,12500,3,0,1
5967,2,0,3500,3,0,1
5968,2,3,12500,3,0,1
5969,9,0,150000,21,0,1
5970,1,0,150000,3,0,1
5971,9,0,25000,13,0,1
5972,5,0,150000,21,0,1
5973,9,0,1500,5,0,1
5974,9,0,150,17,0,1
5975,9,0,12500,14,0,1
5976,9,0,150000,10,0,1
5977,7,0,12500,1,0,1
5978,6,0,150,9,1,0
5979,4,0,17500,7,0,1
5980,9,0,400,8,0,1
5981,3,0,40000,9,0,1
5982,3,0,75000,24,0,1
5983,4,0,150000,1,0,1
5984,2,0,1500,3,0,1
5985,6,0,12500,9,0,1
5986,9,1,400,27,0,1
5987,7,0,400,21,0,1
5988,4,0,150000,0,0,1
5989,8,0,75000,2,0,1
5990,8,0,75000,15,0,1
5991,2,0,15,7,1,1
5992,8,0,150000,17,0,1
5993,5,0,17500,5,0,1
5994,1,0,75000,6,0,1
5995,7,0,1500,6,0,1
5996,3,0,150000,6,0,1
5997,1,0,25000,3,0,1
5998,4,0,1500,0,0,1
5999,5,0,750,9,1,0
6000,9,0,150000,3,0,1
6001,7,0,7500,6,0,1
6002,3,0,12500,3,0,1
6003,4,0,150000,3,0,1
6004,4,0,12500,27,0,1
6005,0,1,150000,6,0,1
6006,0,0,400,8,0,1
6007,9,1,75000,10,0,1
6008,2,0,75000,3,0,1
6009,2,0,150000,2,0,1
6010,4,0,12500,16,1,0
6011,2,1,12500,21,0,1
6012,5,0,150000,11,0,1
6013,0,0,150000,3,0,1
6014,2,0,150000,3,0,1
6015,0,0,150000,3,0,1
6016,5,0,150000,3,0,1
6017,3,0,30,11,0,1
6018,5,0,75000,3,0,1
6019,1,0,1500,6,0,1
6020,7,0,150000,3,0,1
6021,8,1,40000,8,0,1
6022,7,0,150000,2,0,1
6023,9,0,150000,3,0,1
6024,9,0,150000,1,0,1
6025,1,0,150000,1,0,1
6026,4,0,150000,0,0,1
6027,2,0,150,1,0,1
6028,7,1,150000,3,0,1
6029,4,0,25000,9,0,1
6030,7,0,150000,16,0,1
6031,9,0,75000,10,0,1
6032,3,0,75000,3,0,1
6033,4,0,75000,3,0,7
6034,1,1,75000,3,0,1
6035,2,0,150000,1,0,1
6036,7,0,7500,3,0,1
6037,7,0,150000,14,0,1
6038,0,0,150000,4,0,1
6039,2,0,75000,0,0,1
6040,6,0,250,3,0,1
6041,3,0,150000,2,0,1
6042,9,0,150,0,0,1
6043,8,0,1500,21,0,1
6044,9,0,75000,6,0,1
6045,7,1,150000,27,0,1
6046,9,0,400,17,0,1
6047,5,0,150000,20,0,1
6048,8,0,150000,23,0,1
6049,5,0,75000,13,0,1
6050,0,0,150,9,0,1
6051,1,0,3500,1,0,1
6052,9,0,40000,7,0,1
6053,7,0,250,5,0,1
6054,9,0,150000,20,0,1
6055,5,0,75000,9,0,1
6056,8,0,150000,14,0,1
