,Process rate,Weather,Construction Cost,Construction Category,Fatality,Injuries
13767,9,0,12500,3,0,1
13768,9,0,40000,21,0,1
13769,4,0,150000,1,0,1
13770,4,0,150000,0,0,1
13771,1,0,150000,3,0,1
13772,1,0,75000,1,0,1
13773,5,0,7500,3,0,1
13774,4,0,75000,2,0,1
13775,8,0,150000,18,0,1
13776,5,0,150000,1,0,1
13777,0,0,25000,4,0,1
13778,1,0,75000,3,0,1
13779,8,0,150000,3,0,1
13780,6,0,7500,3,0,1
13781,9,0,1500,5,0,1
13782,1,0,40000,3,0,1
13783,0,0,7500,14,0,1
13784,4,0,12500,3,0,1
13785,3,0,1500,3,0,1
13786,8,0,3500,25,0,1
13787,1,0,3500,6,0,1
13788,6,0,40000,19,0,1
13789,8,0,70,15,1,0
13790,5,0,1500,0,0,1
13791,6,0,75000,0,0,1
13792,8,0,150000,3,0,1
13793,0,0,150000,6,0,1
13794,9,0,7500,0,0,2
13795,6,0,150000,17,0,1
13796,0,0,150000,0,0,1
13797,1,1,150000,5,0,1
13798,7,0,12500,10,0,1
13799,3,0,150000,14,0,1
13800,3,0,150000,1,0,1
13801,1,0,150000,0,0,1
13802,1,0,150000,27,0,1
13803,2,0,40000,3,0,1
13804,3,0,400,0,0,1
13805,5,2,150000,1,0,1
13806,9,0,1500,10,0,1
13807,2,0,17500,3,0,1
13808,0,0,1500,7,1,1
13809,3,0,150000,3,0,1
13810,7,1,400,6,0,1
13811,8,0,40000,11,0,1
13812,1,0,150000,0,0,1
13813,1,0,40000,4,0,1
13814,5,0,12500,3,0,1
13815,7,0,70,13,0,1
13816,9,0,750,16,0,1
13817,3,0,7500,3,0,1
13818,1,0,25000,27,0,1
13819,2,0,150000,3,0,1
13820,3,0,3500,1,0,1
13821,8,0,12500,21,0,1
13822,7,0,12500,17,0,1
13823,3,0,25000,15,0,1
13824,5,0,3500,7,0,1
13825,3,1,150000,14,0,1
13826,3,0,17500,27,1,0
13827,0,0,75000,3,0,1
13828,2,0,3500,27,0,2
13829,7,0,150000,13,0,1
13830,8,0,40000,3,0,1
13831,2,0,7500,3,0,1
13832,1,0,40000,3,0,1
13833,2,0,1500,3,0,1
13834,9,0,3500,8,0,1
13835,7,0,5,14,1,0
13836,8,0,40000,6,0,1
13837,0,0,12500,9,0,1
13838,7,0,75000,17,0,1
13839,3,0,150000,1,0,1
13840,4,0,25000,3,0,1
13841,6,0,150000,21,0,1
13842,0,0,150000,5,0,1
13843,0,0,40000,9,0,1
13844,7,0,75000,14,0,1
13845,9,0,150000,10,0,1
13846,2,0,40000,14,0,1
13847,3,0,150000,1,0,1
13848,5,0,150000,3,0,1
13849,6,0,150000,2,0,1
13850,9,0,17500,7,0,1
13851,7,0,7500,9,0,1
13852,1,0,75000,3,0,1
13853,1,0,150000,6,0,1
13854,2,0,150000,3,0,1
13855,1,1,3500,3,0,1
13856,6,0,3500,7,0,1
13857,1,0,150000,0,0,1
13858,3,0,40000,3,0,1
13859,0,0,17500,0,0,1
13860,9,0,150000,22,0,1
13861,6,0,15,11,0,1
13862,3,0,25000,3,0,1
13863,2,0,750,9,1,0
13864,3,0,1500,3,0,1
13865,3,1,150000,3,0,1
13866,3,1,150000,3,0,1
13867,9,1,40000,14,0,1
13868,0,0,12500,9,0,1
13869,9,0,1500,18,0,1
13870,4,0,3500,7,0,1
13871,2,0,17500,6,0,1
13872,2,0,150000,3,0,1
13873,6,0,1500,18,0,1
13874,0,0,150000,6,0,1
13875,9,1,12500,3,0,1
13876,3,1,150000,14,0,1
13877,2,0,150000,3,0,1
13878,4,0,40000,1,0,1
13879,7,0,25000,3,0,1
13880,0,0,25000,7,0,1
13881,5,0,150000,10,0,1
13882,8,0,12500,1,0,1
13883,1,0,150000,22,0,1
13884,5,0,75000,3,0,1
13885,0,0,150000,4,0,1
13886,2,0,150000,3,0,1
13887,1,0,25000,1,0,1
13888,1,0,150000,21,0,1
13889,1,0,150000,5,0,1
13890,5,3,150000,3,0,1
13891,5,0,150000,3,0,1
13892,9,0,1500,17,1,2
13893,2,0,75000,3,0,1
13894,6,0,1500,11,0,1
13895,1,0,75000,3,0,1
13896,2,0,750,5,0,1
13897,7,0,150000,14,0,1
13898,1,0,7500,3,0,1
13899,8,0,40000,24,0,1
13900,3,0,3500,1,0,1
13901,1,0,40000,5,0,1
13902,3,0,150000,3,1,0
13903,0,0,7500,15,0,1
13904,4,1,150000,2,0,1
13905,8,0,7500,13,0,1
13906,1,0,25000,9,0,1
13907,1,0,150000,1,0,1
13908,8,0,25000,1,0,1
13909,1,0,150000,0,0,1
13910,9,0,250,13,0,1
13911,9,0,150000,1,0,1
13912,8,0,7500,3,0,1
13913,3,0,12500,3,0,1
13914,8,0,1500,3,0,1
13915,2,0,7500,3,0,1
13916,7,0,40000,14,0,1
13917,4,0,75000,3,0,1
13918,9,2,750,9,1,0
13919,1,0,25000,26,0,0
13920,8,0,40000,2,0,1
13921,6,0,150000,14,0,1
13922,9,1,150000,3,0,1
13923,8,0,12500,18,0,0
13924,4,0,150000,14,0,1
13925,0,0,150000,0,0,1
13926,9,0,150000,0,0,1
13927,7,1,12500,11,0,1
13928,3,0,12500,3,0,1
13929,7,0,750,13,1,0
13930,9,0,70,12,0,1
13931,3,0,150000,3,0,1
13932,1,0,75000,3,0,1
13933,6,0,40000,3,0,1
13934,7,0,150000,18,0,1
13935,0,0,150000,6,0,1
13936,6,0,3500,14,0,1
13937,2,0,150000,3,0,1
13938,3,0,17500,0,0,1
13939,6,0,7500,7,0,1
13940,6,0,12500,5,0,1
13941,6,0,3500,7,0,1
13942,1,0,150000,4,0,1
13943,2,0,75000,4,0,1
13944,1,0,150000,3,0,1
13945,0,0,150000,1,0,1
13946,1,0,3500,6,0,1
13947,7,0,1500,11,0,1
13948,3,0,3500,21,0,1
13949,0,0,150000,3,0,1
13950,8,0,150000,3,0,1
13951,9,0,150000,14,0,1
13952,7,0,75000,5,0,1
13953,5,0,150000,6,0,1
13954,4,0,150000,19,0,1
13955,7,0,7500,19,1,0
13956,8,0,150000,1,0,1
13957,1,0,150000,1,0,1
13958,3,0,17500,3,0,1
13959,3,0,150000,17,0,1
13960,6,0,75000,5,0,1
13961,7,0,150000,14,0,1
13962,0,0,75000,17,0,1
13963,9,0,750,10,0,1
13964,2,0,7500,6,0,1
13965,1,0,150000,16,0,1
13966,5,0,1500,24,0,1
13967,9,0,150000,0,0,1
13968,0,0,7500,3,0,1
13969,3,0,150000,3,0,1
13970,5,0,150000,3,0,1
13971,5,0,150000,5,0,1
13972,2,0,12500,3,0,1
13973,9,0,150000,0,0,1
13974,4,1,12500,1,0,1
13975,2,0,40000,4,0,2
13976,1,0,3500,7,0,1
13977,3,0,3500,3,0,1
13978,8,0,75000,24,0,1
13979,9,1,150000,17,0,1
13980,0,0,150000,3,0,1
13981,3,0,150000,17,0,1
13982,6,0,150000,10,0,1
13983,1,0,17500,3,0,1
13984,4,0,150000,14,0,1
13985,6,1,150000,14,0,1
13986,7,0,7500,3,0,1
13987,2,0,40000,3,0,1
13988,9,0,75000,7,0,1
13989,9,0,1500,3,0,1
13990,0,0,3500,3,0,1
13991,0,0,750,1,0,1
13992,9,0,40000,1,0,1
13993,3,0,400,1,0,1
13994,6,0,75000,3,0,1
13995,7,0,40000,3,0,1
13996,2,0,150000,11,0,1
13997,2,1,40000,3,0,1
13998,5,0,12500,5,0,1
13999,9,2,150000,0,0,1
14000,2,0,150000,3,0,1
14001,3,0,40000,3,0,1
14002,4,0,40000,3,0,1
14003,4,1,150000,8,0,1
14004,0,1,12500,7,0,1
14005,4,0,25000,3,0,1
14006,6,0,750,3,0,1
14007,0,0,150000,3,0,1
14008,4,0,17500,12,0,1
14009,4,0,150,7,1,0
14010,2,1,3500,27,0,1
14011,8,0,75000,21,0,1
14012,4,1,1500,6,0,1
14013,9,1,40000,9,0,1
14014,2,1,750,3,0,1
14015,5,1,150000,3,0,1
14016,4,0,1500,3,0,1
14017,8,0,1500,17,0,1
14018,0,0,40000,6,0,1
14019,0,0,150000,0,0,1
14020,8,0,75000,3,0,1
14021,1,0,150000,19,0,1
14022,2,0,40000,3,0,1
14023,3,0,150000,3,0,1
14024,9,0,7500,6,0,1
14025,8,0,5,22,0,1
14026,8,0,150000,3,0,1
14027,4,0,7500,19,0,1
14028,9,0,12500,3,0,1
14029,1,0,3500,21,0,1
14030,1,0,750,3,0,1
14031,2,0,3500,5,0,1
14032,7,1,3500,6,0,1
14033,9,1,150000,20,0,1
14034,3,0,75000,3,0,1
14035,5,1,150000,14,0,1
14036,6,0,1500,21,0,1
14037,0,0,12500,3,1,0
14038,6,0,40000,5,0,1
14039,3,0,7500,7,0,1
14040,1,0,150000,3,0,1
14041,5,0,12500,1,0,1
14042,7,0,150000,6,1,0
14043,4,0,3500,18,0,1
14044,3,0,7500,3,0,1
14045,3,0,17500,3,0,1
14046,0,0,75000,6,0,1
14047,1,0,75000,3,0,1
14048,1,0,150000,6,0,1
14049,8,0,150000,10,0,1
14050,9,0,150000,0,0,1
14051,4,0,7500,14,0,1
14052,8,0,17500,2,0,1
14053,2,0,25000,6,0,1
14054,7,0,150000,7,0,1
14055,1,0,40000,3,0,1
14056,0,0,7500,3,0,1
14057,1,0,150000,3,0,1
14058,2,0,12500,3,0,1
14059,0,0,12500,1,0,1
14060,9,0,150000,18,0,1
14061,7,0,750,5,0,1
14062,5,0,150000,3,0,1
14063,7,0,25000,1,0,1
14064,0,0,150000,3,0,1
14065,1,3,3500,3,0,1
14066,7,0,150000,0,0,1
14067,6,0,1500,3,0,1
14068,2,0,12500,3,0,1
14069,5,1,150000,14,0,1
14070,4,0,150000,3,0,1
14071,6,0,25000,9,0,1
14072,6,0,17500,0,0,1
14073,3,0,400,3,0,1
14074,5,2,150000,0,0,1
14075,4,0,75000,22,0,1
14076,3,0,40000,3,0,1
14077,3,1,150000,2,0,1
14078,9,1,150000,3,0,1
14079,1,0,17500,3,0,1
14080,4,0,1500,3,0,1
14081,3,1,150000,3,0,1
14082,1,0,1500,1,0,1
14083,5,1,25000,9,0,1
14084,1,1,150000,1,0,1
14085,2,1,150000,5,0,1
14086,1,1,75000,3,0,1
14087,2,0,25000,3,0,1
14088,2,0,1500,3,0,1
14089,4,0,7500,19,0,1
14090,3,0,3500,3,0,1
14091,1,0,3500,5,0,1
14092,5,0,150000,14,0,1
14093,5,1,150000,3,0,1
14094,5,1,75000,3,0,1
14095,4,0,150000,3,0,1
14096,7,0,150000,14,0,1
14097,9,0,25000,13,0,1
14098,0,0,25000,1,0,1
14099,3,0,3500,3,0,1
14100,2,1,3500,1,0,1
14101,7,0,150000,1,0,1
14102,1,0,7500,3,0,1
14103,9,0,150000,20,0,1
14104,2,1,75000,3,0,1
14105,4,1,150000,0,0,1
14106,0,0,3500,3,0,1
14107,9,1,150000,6,0,1
14108,2,1,17500,7,0,1
14109,7,0,70,7,0,0
14110,4,0,17500,9,0,1
14111,3,0,150000,1,0,1
14112,5,0,12500,5,0,1
14113,3,1,150,7,1,0
14114,6,2,40000,13,0,1
14115,3,0,150000,3,0,1
14116,2,1,25000,3,0,1
14117,8,1,70,0,0,3
14118,4,2,150000,16,0,1
14119,9,0,150000,1,0,1
14120,2,0,75000,1,0,1
14121,7,0,7500,3,0,1
14122,3,0,150000,0,0,1
14123,2,0,12500,3,0,1
14124,8,0,40000,8,0,1
14125,5,0,40000,3,0,1
14126,3,0,40000,3,0,1
14127,7,0,25000,18,0,1
14128,9,0,40000,9,0,1
14129,0,1,75000,3,0,1
14130,7,0,150000,0,0,1
14131,6,0,17500,3,0,1
14132,2,1,7500,27,1,0
14133,9,0,3500,24,0,1
14134,4,0,7500,3,0,1
14135,0,0,150000,0,0,1
14136,7,0,1500,24,0,1
14137,2,0,40000,3,0,1
14138,7,0,40000,11,0,1
14139,2,0,25000,4,0,1
14140,3,0,40000,0,0,1
14141,1,0,150000,3,0,1
14142,0,1,150000,0,0,1
14143,4,1,1500,8,1,0
14144,3,0,7500,1,0,1
14145,9,0,75000,12,0,1
14146,5,0,75000,3,0,1
14147,1,0,750,3,0,1
14148,1,1,150000,3,0,1
14149,1,0,75000,3,0,1
14150,3,1,150000,3,0,1
14151,3,1,1500,1,0,1
14152,2,1,750,7,0,1
14153,8,0,150000,13,0,1
14154,8,0,75000,26,0,0
14155,7,1,150000,0,0,1
14156,7,0,40000,3,0,1
14157,3,0,1500,1,0,1
14158,6,1,150000,20,0,1
14159,7,0,150000,5,0,1
14160,0,0,40000,6,0,1
14161,4,0,25000,13,0,1
14162,6,0,150000,0,0,1
14163,1,0,40000,3,0,1
14164,4,0,150000,1,0,1
14165,2,1,75000,1,0,1
14166,8,0,3500,3,0,1
14167,0,0,150000,7,0,1
14168,3,0,150000,14,0,1
14169,1,0,25000,4,0,1
14170,4,0,12500,3,0,1
14171,2,1,3500,7,0,1
14172,7,0,150000,21,0,1
14173,8,0,12500,1,0,1
14174,3,1,150000,3,0,1
14175,7,0,75000,17,0,1
14176,6,0,1500,3,0,1
14177,0,0,150000,6,0,1
14178,4,0,12500,4,0,1
14179,4,2,150000,18,0,1
14180,2,0,150000,5,0,1
14181,2,0,75000,1,0,1
14182,4,1,3500,3,0,1
14183,3,0,75000,3,0,1
14184,0,0,150000,6,0,1
14185,9,1,750,18,0,1
14186,9,0,12500,10,0,1
14187,3,0,12500,3,0,1
14188,9,0,7500,1,1,0
14189,4,1,7500,3,0,1
14190,1,0,150000,3,0,1
14191,1,0,12500,3,0,1
14192,6,0,3500,16,0,1
14193,5,0,7500,26,0,1
14194,3,0,7500,9,0,1
14195,9,0,25000,27,0,1
14196,3,1,7500,3,0,1
14197,0,0,150000,0,0,1
14198,7,0,75000,8,0,1
14199,4,2,150000,14,0,1
14200,8,0,17500,6,0,1
14201,9,1,1500,10,1,0
14202,2,0,150000,5,0,1
14203,5,1,17500,3,0,1
14204,1,0,150000,1,0,1
14205,9,0,150000,17,0,1
14206,0,1,150000,0,0,1
14207,3,0,150000,7,0,1
14208,9,1,7500,17,0,1
14209,3,1,17500,3,0,1
14210,9,0,40000,3,0,1
14211,6,0,40000,12,0,1
14212,4,1,150000,3,0,1
14214,7,2,75000,14,0,1
14215,9,1,3500,5,1,0
14216,0,1,150000,4,0,1
14217,6,2,7500,3,0,1
14218,7,1,1500,10,0,1
14219,0,2,150000,1,0,1
14220,9,0,150000,24,0,1
14221,3,0,75000,6,0,1
14222,7,0,150000,16,0,1
14223,9,0,7500,20,0,1
14224,6,2,150000,3,0,1
14225,1,0,25000,3,0,1
14226,4,0,75000,3,0,1
14227,7,0,40000,0,0,1
14228,3,0,3500,3,0,1
14229,9,0,150000,13,0,1
14230,3,0,150000,2,0,1
14231,2,0,150000,5,0,1
14232,4,0,3500,18,0,1
14233,7,1,150000,24,0,1
14234,0,0,150000,1,0,1
14235,6,1,3500,0,0,1
14236,4,0,3500,1,0,1
14237,5,1,25000,14,0,1
14238,1,0,25000,0,0,1
14239,2,0,12500,3,0,1
14240,9,0,150000,0,0,1
14241,7,0,40000,3,0,1
14242,6,0,12500,3,0,1
14243,1,1,150000,3,0,1
14244,2,1,750,3,1,0
14245,3,1,75000,0,0,1
14246,2,1,3500,3,0,2
14247,5,0,75000,3,0,1
14248,3,1,25000,14,0,1
14249,3,1,40000,3,0,1
14250,5,0,7500,6,0,1
14251,2,0,12500,3,0,1
14252,9,0,150000,0,0,1
14253,2,0,17500,1,0,1
14254,6,0,75000,14,0,1
14255,5,1,750,8,0,1
14256,3,1,150000,3,0,1
14257,9,0,75000,0,0,1
14258,1,0,150000,1,0,1
14259,1,0,150000,3,0,1
14260,1,0,17500,0,0,1
14261,5,0,150000,6,0,1
14262,5,0,25000,3,0,1
14263,4,0,75000,3,0,1
14264,0,0,400,3,0,1
14265,9,0,17500,5,0,1
14266,2,1,12500,3,0,1
14267,9,1,150000,2,0,1
14268,8,0,7500,1,0,1
14269,8,1,150,3,0,1
14270,2,0,75000,0,0,1
14271,9,0,75000,8,0,1
14272,0,1,150000,6,0,1
14273,3,3,30,22,0,1
14274,2,1,40000,3,0,1
14275,2,0,3500,3,0,1
14276,2,0,40000,3,0,1
14277,9,0,150000,3,0,1
14278,3,1,7500,3,0,1
14279,5,1,750,21,0,1
14280,8,1,7500,5,0,1
14281,5,0,150000,13,0,1
14282,2,1,1500,3,1,0
14283,8,1,75000,3,0,1
14284,3,1,75000,3,0,1
14285,1,0,40000,3,0,1
14286,4,0,150000,3,0,1
14287,2,0,30,7,0,1
14288,5,0,1500,16,1,0
14289,9,0,75000,4,0,1
14290,5,1,150000,2,0,1
14291,7,1,150000,18,0,1
14292,6,0,150000,2,0,1
14293,0,0,150000,3,0,1
14294,0,0,75000,3,0,1
14295,1,0,75000,7,0,1
14296,1,0,25000,4,0,1
14297,8,0,150000,14,0,1
14299,9,0,17500,20,0,1
14300,9,0,150000,14,0,1
14301,0,0,150000,3,0,1
14302,2,0,40000,6,0,1
14303,2,0,150000,1,0,1
14304,9,0,150000,0,0,1
14305,7,0,150000,18,0,1
14306,5,0,150000,6,0,1
14307,1,1,150000,3,0,1
14308,5,0,7500,7,0,1
14309,1,0,750,0,0,1
14310,9,1,150000,15,0,1
14311,1,1,3500,1,0,1
14312,0,0,3500,4,0,1
14313,9,0,150000,1,0,1
14314,9,0,150000,20,0,1
14315,8,0,75000,13,0,1
14316,6,0,40000,14,0,1
14317,0,0,40000,1,0,1
14318,3,1,1500,1,0,1
14319,6,1,7500,2,0,1
14320,9,0,150000,0,0,1
14321,7,0,3500,3,0,1
14322,1,0,3500,14,0,1
14323,1,1,150000,3,0,1
14324,6,0,12500,5,0,1
14325,4,0,150000,3,0,1
14326,8,0,7500,9,0,1
14327,1,0,3500,5,1,0
14328,9,0,150000,20,0,1
14329,5,1,70,7,0,3
14330,6,0,3500,12,0,1
14331,1,2,150000,3,0,1
14332,3,0,7500,3,0,1
14333,6,0,25000,7,0,1
14334,1,0,25000,1,0,1
14335,4,2,25000,27,1,0
14336,5,2,150000,3,0,1
14337,8,0,12500,1,0,1
14338,5,0,40000,3,0,1
14339,9,1,17500,18,0,1
14340,7,2,25000,2,0,1
14341,1,2,150000,3,0,1
14342,5,0,150000,14,0,1
14343,3,2,40000,3,0,1
14344,3,1,75000,0,0,1
14345,4,0,7500,1,0,1
14346,9,1,150000,0,0,1
14347,8,0,40000,3,0,1
14348,9,1,150000,14,0,1
14349,6,2,150000,14,0,1
14350,8,1,1500,11,0,1
14351,5,0,40000,14,0,1
14352,8,1,40000,3,0,1
14353,2,0,75000,3,0,1
14354,3,0,750,4,0,1
14355,8,0,3500,9,0,1
14356,2,1,40000,1,0,1
14357,7,2,40000,13,0,1
14358,3,1,150000,3,0,1
14359,2,1,30,1,0,1
14360,6,0,40000,3,0,1
14361,1,2,150000,3,0,1
14362,2,1,150000,7,0,1
14363,5,0,150000,1,0,1
14364,7,2,150000,2,0,1
14365,4,2,150000,21,0,1
14366,6,1,750,1,0,1
14367,2,0,7500,9,0,1
14368,6,0,400,13,0,1
14369,4,0,150000,14,0,1
14370,7,0,150000,24,0,1
14372,7,0,25000,11,0,1
14373,5,0,7500,7,0,1
14374,5,0,7500,13,0,1
14375,7,1,12500,3,0,1
14376,3,1,7500,3,0,1
14377,6,1,150000,8,0,1
14378,4,0,150000,1,0,1
14379,0,1,1500,4,0,1
14380,4,0,75000,7,0,1
14381,6,2,150000,17,0,1
14382,5,0,1500,9,0,1
14383,7,0,7500,2,0,1
14384,0,1,150000,1,0,1
14385,4,0,75000,22,0,1
14386,1,1,150000,1,0,1
14387,9,1,150,7,0,1
14388,3,2,75000,7,0,1
14389,2,2,17500,7,0,1
14390,3,2,150000,10,0,1
14391,8,1,40000,3,0,1
14392,7,1,25000,26,0,0
14393,7,1,150000,2,0,1
14394,6,1,150000,3,0,1
14395,4,2,150000,14,0,1
14396,9,2,75000,14,0,1
14397,4,1,3500,18,0,1
14398,8,1,25000,8,0,1
14399,0,2,150000,3,0,1
14400,5,1,150000,14,0,1
14401,7,1,150000,14,0,1
14402,1,2,150000,0,0,1
14403,6,1,3500,5,0,1
14404,5,1,150000,14,1,0
14405,3,1,3500,3,0,1
14406,4,2,150000,20,0,1
14407,1,0,75000,7,0,1
14408,2,1,150000,0,0,1
14409,4,1,150000,1,0,1
14410,4,1,150000,3,0,1
14412,1,1,17500,6,0,2
14413,0,1,7500,4,0,1
14414,6,1,7500,13,0,1
14415,9,2,17500,10,0,1
14416,5,2,150000,0,0,1
14417,9,0,150000,1,0,1
14418,8,1,1500,3,0,1
14419,3,2,70,21,0,1
14420,4,1,25000,3,0,1
14421,5,0,7500,3,0,1
14422,7,2,7500,14,0,1
14423,8,0,30,1,0,1
14424,7,0,40000,3,0,1
14425,2,0,150000,21,0,1
14426,0,0,7500,7,0,1
14427,8,0,12500,17,0,1
14428,7,0,150000,13,0,1
14429,6,2,150000,3,0,1
14430,8,0,25000,26,0,1
14431,9,0,40000,13,0,1
14432,9,0,400,13,0,1
14433,3,1,150000,6,0,1
14434,3,0,250,5,0,1
14435,1,1,150000,3,0,1
14436,3,0,1500,3,0,1
14437,0,0,3500,3,0,1
14438,5,1,150000,2,0,1
14439,0,1,12500,0,0,1
14440,5,2,7500,13,0,1
14441,3,2,17500,3,0,1
14442,0,2,150000,6,1,0
14443,2,0,12500,3,0,1
14444,1,2,150,8,0,1
14445,0,0,7500,10,0,1
14446,1,0,25000,1,0,1
14447,1,0,150000,7,0,1
14448,2,1,40000,3,0,1
14449,4,2,150000,18,0,1
14450,3,0,12500,3,0,1
14451,1,1,40000,3,0,1
14452,3,0,150000,3,0,1
14453,3,0,1500,14,0,1
14454,8,0,7500,3,0,1
14456,5,1,150000,0,0,1
14457,3,0,3500,3,0,1
14458,7,0,150000,3,0,1
14459,1,0,25000,3,0,1
14460,2,0,1500,3,0,1
14461,9,0,750,11,0,1
14462,9,0,25000,10,0,1
14463,7,0,150000,3,0,1
14464,7,1,7500,17,0,1
14465,2,0,25000,11,0,1
14466,6,0,1500,3,0,1
14467,3,0,150000,3,0,1
14468,6,0,150000,3,0,1
14469,7,0,40000,18,0,1
14470,5,0,3500,3,0,1
14471,4,2,150000,17,0,1
14472,2,0,1500,3,0,1
14473,7,0,3500,1,0,1
14474,6,1,17500,7,0,1
14475,0,0,7500,1,0,1
14476,9,0,12500,27,0,1
14477,2,0,750,3,0,1
14478,5,0,17500,14,0,1
14479,5,0,3500,3,0,1
14480,7,0,150,14,0,1
14481,9,0,150000,7,0,1
14482,9,0,7500,6,0,1
14483,2,0,12500,3,0,1
14484,5,0,40000,21,0,1
14485,5,0,150000,10,0,1
14486,8,0,25000,14,0,1
14487,2,0,3500,3,0,3
14488,9,0,150000,27,0,1
14489,4,1,150000,5,0,1
14490,0,0,40000,3,0,1
14491,7,0,400,18,0,1
14492,0,0,75000,6,0,1
14493,7,0,7500,7,0,2
14494,8,0,150000,5,0,1
14495,9,0,17500,0,1,0
14496,7,0,25000,7,0,1
14497,4,0,400,10,1,0
14498,1,1,25000,1,0,1
14499,7,1,750,6,1,0
14500,9,0,17500,1,0,1
14501,6,0,150000,25,0,1
14502,8,0,7500,11,1,0
14503,3,0,12500,3,0,1
14504,0,0,12500,3,0,1
14505,2,0,40000,1,0,1
14506,9,0,25000,24,1,0
14507,5,0,25000,3,0,1
14508,3,0,7500,14,0,1
14509,6,1,12500,3,1,0
14510,5,0,150000,3,0,1
14511,1,0,25000,0,0,1
14512,8,0,7500,24,0,1
14513,2,0,150000,3,0,1
14514,1,0,17500,3,0,1
14515,1,1,75000,6,0,1
14516,7,0,40000,3,0,1
14517,4,1,7500,21,0,1
14518,8,0,3500,3,0,1
14519,2,0,150000,3,0,1
14520,3,1,7500,7,0,1
14521,1,0,12500,3,0,1
14522,9,1,15,6,1,0
14523,3,0,150000,3,0,1
14524,3,1,7500,16,0,1
14525,0,0,40000,3,0,1
14526,7,0,400,7,0,1
14527,1,0,25000,1,0,1
14528,2,0,150000,3,0,1
14529,5,1,75000,3,0,1
14530,9,1,1500,24,0,1
14531,3,0,7500,9,0,1
14532,6,1,3500,3,0,1
14533,4,0,75000,19,0,1
14534,2,3,150000,3,0,1
14535,9,1,7500,0,0,1
14536,1,0,150000,3,0,1
14537,3,0,150000,19,0,1
14538,1,0,12500,3,0,1
14539,8,0,75000,0,0,1
14540,0,0,7500,1,0,1
14541,6,1,3500,3,0,1
14542,5,1,150000,23,0,1
14543,7,1,150,7,0,1
14544,6,0,7500,8,0,1
14545,3,2,3500,3,0,1
14546,3,1,150000,3,1,0
14547,9,1,7500,0,0,1
14548,6,0,150000,1,0,1
14549,1,0,150000,5,0,1
14550,8,1,75000,18,0,1
14551,9,1,150000,14,0,1
14552,1,0,3500,3,0,1
14553,1,0,75000,3,0,1
14554,3,0,12500,3,0,1
14555,8,0,150000,3,0,1
14556,0,1,25000,4,0,1
14557,0,0,25000,1,0,1
14558,4,1,150000,10,0,1
14559,3,0,17500,3,0,1
14560,1,1,30,7,0,1
14561,2,1,150000,3,0,1
14562,1,0,25000,3,0,1
14563,1,2,75000,3,0,1
14564,1,0,150000,4,0,1
14565,7,0,150000,14,0,1
14566,3,0,25000,26,0,1
14567,9,0,1500,8,0,1
14568,9,1,150000,14,0,1
14569,5,2,150000,0,0,1
14570,8,1,150000,0,0,1
14571,8,2,75000,3,0,1
14572,1,0,75000,27,0,1
14573,6,2,3500,13,0,1
14574,4,0,25000,16,0,1
14575,2,0,17500,3,0,1
14576,1,1,3500,3,0,1
14577,3,2,3500,3,0,1
14578,7,0,150000,1,0,1
14579,0,1,12500,3,0,1
14580,1,1,7500,3,0,1
14581,7,1,75000,20,0,1
14582,2,2,17500,3,0,1
14583,0,2,40000,6,0,1
14584,1,0,40000,3,0,1
14585,7,2,150000,0,0,1
14586,3,0,17500,7,0,1
14587,6,0,150000,3,0,1
14588,0,0,150000,3,0,1
14589,1,1,150000,3,0,1
14590,6,0,17500,3,0,1
14591,2,1,150000,1,0,1
14592,3,0,40000,3,0,1
14593,6,0,25000,0,0,1
14594,2,0,7500,3,0,1
14595,4,1,12500,16,0,1
14596,5,0,150000,5,0,1
14597,6,0,70,11,0,1
14598,5,0,75000,3,0,1
14599,6,0,250,10,0,1
14600,8,1,150000,0,0,1
14601,8,0,150000,3,0,1
14602,8,0,1500,18,0,1
14603,6,0,3500,0,0,1
14604,3,2,150000,3,0,1
14605,5,0,75000,14,0,2
14606,0,0,150000,1,0,1
14607,3,0,12500,3,0,1
14608,8,0,25000,3,0,1
14609,6,2,75000,1,0,1
14610,3,0,25000,3,0,1
14611,6,0,150000,8,0,1
14612,4,1,40000,3,0,1
14613,6,1,70,7,0,1
14614,3,0,3500,3,0,1
14615,4,0,150000,5,0,1
14616,2,1,150000,1,0,1
14617,8,1,3500,1,0,1
14618,0,0,1500,3,0,1
14619,5,0,3500,21,0,1
14620,9,1,150000,14,0,1
14621,8,0,150000,6,1,0
14622,3,0,150000,5,0,1
14623,8,0,750,16,0,1
14624,0,1,150000,4,0,1
14625,3,0,150000,3,1,0
14626,5,0,150000,26,0,1
14627,7,0,150000,1,0,1
14628,2,0,7500,5,1,0
14629,8,1,150000,18,0,1
14630,2,1,75000,3,0,1
14631,0,0,75000,0,0,1
14632,7,2,75000,1,0,1
14633,9,0,150000,17,0,1
14634,2,0,150000,3,0,1
14635,0,1,150000,3,0,1
14636,9,1,150000,14,0,1
14637,7,0,17500,0,0,1
14638,7,1,75000,13,0,1
14639,5,0,150000,23,0,1
14640,2,0,75000,3,0,1
14641,9,0,750,3,0,1
14642,7,2,150000,10,0,1
14643,7,1,40000,7,0,1
14644,0,2,40000,5,0,1
14645,7,1,150000,21,0,1
14646,6,2,7500,3,0,1
14647,3,1,12500,3,0,1
